claim_id,customer_tier,incident_type,claim_amount,documents_verified,prior_claims_count,policy_tenure_years,days_since_incident,region,channel,fraud_score,ai_initial_decision,human_final_decision,processing_cost,processing_time_hours,outcome,successful_outcome
CLM118599,standard,medical,38000.0,True,0,3.4,4,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.12,SUCCESSFUL,1
CLM118600,premium,weather,19600.0,True,0,1.9,31,south,agent,0.036,AUTO_PROCESS,N/A,40.72,0.22,SUCCESSFUL,1
CLM118601,standard,airline_fault,49300.0,True,0,1.1,7,east,app,0.249,AUTO_PROCESS,N/A,44.98,0.1,SUCCESSFUL,1
CLM118602,standard,weather,48900.0,True,1,1.1,24,north,app,0.252,AUTO_PROCESS,N/A,45.04,0.16,DISPUTED,0
CLM118603,silver,theft,4700.0,False,0,0.3,1,east,call_center,0.512,AUTO_PROCESS,N/A,50.24,0.24,FRAUD_CONFIRMED,0
CLM118604,standard,other,34400.0,True,1,4.5,37,west,app,0.386,AUTO_PROCESS,N/A,47.72,0.12,DISPUTED,0
CLM118605,standard,mechanical,6700.0,False,0,1.9,17,west,call_center,0.599,AUTO_PROCESS,N/A,51.98,0.2,SUCCESSFUL,1
CLM118606,silver,other,59400.0,False,2,4.9,3,east,app,0.655,HUMAN_REVIEW,REJECT,259.69,13.95,FRAUD_CONFIRMED,0
CLM118607,silver,airline_fault,11400.0,True,0,3.5,8,east,app,0.128,AUTO_PROCESS,N/A,42.56,0.23,REOPENED,0
CLM118608,premium,mechanical,45700.0,False,0,1.0,19,south,app,0.418,AUTO_PROCESS,N/A,48.36,0.19,SUCCESSFUL,1
CLM118609,premium,mechanical,287700.0,True,2,3.9,25,south,app,0.414,HUMAN_REVIEW,APPROVE,266.85,11.42,SUCCESSFUL,1
CLM118610,silver,other,15900.0,True,1,2.5,23,south,app,0.166,AUTO_PROCESS,N/A,43.32,0.22,FRAUD_CONFIRMED,0
CLM118611,silver,theft,49100.0,False,2,0.7,13,east,call_center,0.567,AUTO_PROCESS,N/A,51.34,0.12,FRAUD_CONFIRMED,0
CLM118612,standard,medical,19100.0,False,0,1.1,11,south,app,0.434,AUTO_PROCESS,N/A,48.68,0.13,SUCCESSFUL,1
CLM118613,premium,mechanical,42300.0,True,1,9.2,1,east,agent,0.04,AUTO_PROCESS,N/A,40.8,0.13,SUCCESSFUL,1
CLM118614,silver,other,6800.0,False,1,5.4,7,east,agent,0.428,AUTO_PROCESS,N/A,48.56,0.2,SUCCESSFUL,1
CLM118615,standard,other,8400.0,False,0,3.5,41,east,app,0.633,AUTO_PROCESS,N/A,52.66,0.15,DISPUTED,0
CLM118616,standard,other,37300.0,True,0,5.7,32,west,agent,0.434,AUTO_PROCESS,N/A,48.68,0.06,DISPUTED,0
CLM118617,silver,weather,89200.0,True,0,13.5,5,west,app,0.335,HUMAN_REVIEW,APPROVE,260.78,19.75,CUSTOMER_COMPLAINT,0
CLM118618,standard,airline_fault,59700.0,True,0,5.2,35,south,app,0.217,HUMAN_REVIEW,REJECT,258.81,22.92,FRAUD_CONFIRMED,0
CLM118619,silver,theft,20100.0,True,0,2.9,35,west,call_center,0.286,AUTO_PROCESS,N/A,45.72,0.09,DISPUTED,0
CLM118620,standard,mechanical,5500.0,True,1,3.5,4,east,call_center,0.16,AUTO_PROCESS,N/A,43.2,0.23,SUCCESSFUL,1
CLM118621,silver,medical,105300.0,False,3,7.1,18,north,agent,0.874,HUMAN_REVIEW,APPROVE,261.41,56.45,CUSTOMER_COMPLAINT,0
CLM118622,standard,airline_fault,55600.0,False,0,6.3,44,west,agent,0.393,HUMAN_REVIEW,APPROVE,250.59,59.12,SUCCESSFUL,1
CLM118623,silver,theft,53500.0,True,1,4.9,1,south,app,0.464,HUMAN_REVIEW,APPROVE,259.62,60.61,SUCCESSFUL,1
CLM118624,standard,weather,36600.0,True,3,8.6,0,north,call_center,0.512,AUTO_PROCESS,N/A,50.24,0.21,CUSTOMER_COMPLAINT,0
CLM118625,standard,mechanical,44500.0,True,4,4.1,8,east,call_center,0.595,AUTO_PROCESS,N/A,51.9,0.13,DISPUTED,0
CLM118626,standard,airline_fault,6600.0,True,0,4.3,31,north,app,0.058,AUTO_PROCESS,N/A,41.16,0.1,SUCCESSFUL,1
CLM118627,standard,other,15800.0,True,0,11.0,17,east,agent,0.414,AUTO_PROCESS,N/A,48.28,0.24,SUCCESSFUL,1
CLM118628,standard,weather,25300.0,True,0,7.1,31,west,agent,0.172,AUTO_PROCESS,N/A,43.44,0.23,REOPENED,0
CLM118629,silver,theft,17500.0,True,1,3.8,29,north,app,0.222,AUTO_PROCESS,N/A,44.44,0.11,REOPENED,0
CLM118630,standard,airline_fault,10400.0,True,0,4.6,41,east,app,0.146,AUTO_PROCESS,N/A,42.92,0.18,SUCCESSFUL,1
CLM118631,silver,airline_fault,8200.0,True,3,5.0,14,west,app,0.257,AUTO_PROCESS,N/A,45.14,0.25,SUCCESSFUL,1
CLM118632,silver,mechanical,10100.0,True,1,4.9,2,north,app,0.156,AUTO_PROCESS,N/A,43.12,0.05,REOPENED,0
CLM118633,standard,airline_fault,35800.0,False,0,7.1,34,west,agent,0.503,AUTO_PROCESS,N/A,50.06,0.06,SUCCESSFUL,1
CLM118634,premium,theft,81200.0,False,2,9.9,33,west,agent,0.636,HUMAN_REVIEW,REJECT,235.7,42.52,FRAUD_CONFIRMED,0
CLM118635,silver,weather,65000.0,True,0,1.9,8,north,app,0.143,HUMAN_REVIEW,REJECT,257.04,25.79,FRAUD_CONFIRMED,0
CLM118636,silver,medical,53100.0,True,2,2.6,44,east,call_center,0.332,HUMAN_REVIEW,APPROVE,269.36,16.36,SUCCESSFUL,1
CLM118637,silver,other,52900.0,False,3,0.4,44,west,app,0.674,HUMAN_REVIEW,APPROVE,227.78,64.86,FRAUD_CONFIRMED,0
CLM118638,silver,medical,17700.0,True,0,1.0,12,north,call_center,0.077,AUTO_PROCESS,N/A,41.54,0.16,SUCCESSFUL,1
CLM118639,premium,airline_fault,36400.0,False,1,1.8,31,east,app,0.31,AUTO_PROCESS,N/A,46.2,0.14,SUCCESSFUL,1
CLM118640,standard,mechanical,22400.0,True,1,9.1,2,north,app,0.191,AUTO_PROCESS,N/A,43.82,0.07,SUCCESSFUL,1
CLM118641,standard,airline_fault,89900.0,False,1,7.2,29,east,agent,0.621,HUMAN_REVIEW,REJECT,235.37,48.03,FRAUD_CONFIRMED,0
CLM118642,silver,mechanical,125600.0,True,0,6.6,14,south,app,0.334,HUMAN_REVIEW,APPROVE,229.38,26.35,DISPUTED,0
CLM118643,standard,other,26300.0,True,1,8.6,6,south,agent,0.229,AUTO_PROCESS,N/A,44.58,0.18,SUCCESSFUL,1
CLM118644,silver,airline_fault,14300.0,True,2,5.7,8,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.09,SUCCESSFUL,1
CLM118645,standard,weather,11300.0,True,0,2.4,20,east,call_center,0.095,AUTO_PROCESS,N/A,41.9,0.09,SUCCESSFUL,1
CLM118646,standard,other,84800.0,True,1,12.7,32,west,app,0.534,HUMAN_REVIEW,REJECT,241.32,10.21,CUSTOMER_COMPLAINT,0
CLM118647,premium,mechanical,7600.0,True,0,4.1,23,west,app,0.097,AUTO_PROCESS,N/A,41.94,0.12,SUCCESSFUL,1
CLM118648,standard,weather,35300.0,False,0,2.9,1,north,app,0.491,AUTO_PROCESS,N/A,49.82,0.28,REOPENED,0
CLM118649,standard,other,34800.0,True,0,5.6,34,north,call_center,0.34,AUTO_PROCESS,N/A,46.8,0.2,SUCCESSFUL,1
CLM118650,silver,airline_fault,17400.0,True,0,10.2,14,south,agent,0.103,AUTO_PROCESS,N/A,42.06,0.25,DISPUTED,0
CLM118651,silver,medical,75000.0,True,0,0.6,33,west,app,0.053,HUMAN_REVIEW,REJECT,260.59,31.6,CUSTOMER_COMPLAINT,0
CLM118652,silver,airline_fault,33900.0,True,3,4.4,30,west,agent,0.249,AUTO_PROCESS,N/A,44.98,0.21,REOPENED,0
CLM118653,standard,other,9200.0,True,2,3.3,40,east,call_center,0.298,AUTO_PROCESS,N/A,45.96,0.06,SUCCESSFUL,1
CLM118654,premium,medical,32000.0,False,0,1.2,33,north,app,0.346,AUTO_PROCESS,N/A,46.92,0.29,DISPUTED,0
CLM118655,silver,weather,10600.0,False,0,1.0,34,east,app,0.473,AUTO_PROCESS,N/A,49.46,0.23,SUCCESSFUL,1
CLM118656,silver,other,44000.0,False,0,6.6,11,west,app,0.629,AUTO_PROCESS,N/A,52.58,0.07,FRAUD_CONFIRMED,0
CLM118657,standard,airline_fault,7400.0,True,0,1.1,24,west,app,0.0,AUTO_PROCESS,N/A,40.0,0.16,SUCCESSFUL,1
CLM118658,standard,other,86700.0,True,1,0.3,4,north,app,0.55,HUMAN_REVIEW,APPROVE,278.0,70.03,FRAUD_CONFIRMED,0
CLM118659,standard,medical,55000.0,False,1,8.0,9,east,app,0.551,HUMAN_REVIEW,REJECT,226.3,64.95,FRAUD_CONFIRMED,0
CLM118660,silver,airline_fault,34000.0,False,1,4.8,19,west,app,0.432,AUTO_PROCESS,N/A,48.64,0.12,SUCCESSFUL,1
CLM118661,standard,theft,18600.0,True,2,2.7,19,east,agent,0.529,AUTO_PROCESS,N/A,50.58,0.1,DISPUTED,0
CLM118662,standard,airline_fault,14800.0,False,0,2.0,41,south,agent,0.392,AUTO_PROCESS,N/A,47.84,0.17,SUCCESSFUL,1
CLM118663,silver,theft,9700.0,True,1,2.4,38,north,app,0.362,AUTO_PROCESS,N/A,47.24,0.12,SUCCESSFUL,1
CLM118664,standard,theft,32500.0,True,3,2.0,17,east,agent,0.601,AUTO_PROCESS,N/A,52.02,0.14,SUCCESSFUL,1
CLM118665,standard,mechanical,6800.0,True,0,9.5,35,west,app,0.289,AUTO_PROCESS,N/A,45.78,0.1,SUCCESSFUL,1
CLM118666,standard,other,36700.0,True,2,4.6,33,west,app,0.221,AUTO_PROCESS,N/A,44.42,0.29,SUCCESSFUL,1
CLM118667,premium,other,12800.0,False,0,2.5,15,west,call_center,0.29,AUTO_PROCESS,N/A,45.8,0.24,SUCCESSFUL,1
CLM118668,silver,theft,34400.0,True,0,7.6,37,west,app,0.169,AUTO_PROCESS,N/A,43.38,0.11,SUCCESSFUL,1
CLM118669,silver,medical,9100.0,True,1,2.6,2,south,app,0.096,AUTO_PROCESS,N/A,41.92,0.18,SUCCESSFUL,1
CLM118670,premium,airline_fault,16700.0,True,2,5.7,28,south,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.11,SUCCESSFUL,1
CLM118671,silver,other,3900.0,True,0,5.3,41,east,agent,0.016,AUTO_PROCESS,N/A,40.32,0.24,SUCCESSFUL,1
CLM118672,standard,other,13200.0,True,1,0.4,23,east,agent,0.239,AUTO_PROCESS,N/A,44.78,0.27,SUCCESSFUL,1
CLM118673,silver,other,10200.0,False,1,6.3,1,south,call_center,0.185,AUTO_PROCESS,N/A,43.7,0.18,CUSTOMER_COMPLAINT,0
CLM118674,premium,medical,18400.0,False,1,3.0,4,west,app,0.275,AUTO_PROCESS,N/A,45.5,0.24,SUCCESSFUL,1
CLM118675,standard,weather,23100.0,True,0,4.1,19,south,call_center,0.137,AUTO_PROCESS,N/A,42.74,0.17,SUCCESSFUL,1
CLM118676,silver,weather,21800.0,True,3,2.7,40,north,agent,0.116,AUTO_PROCESS,N/A,42.32,0.15,SUCCESSFUL,1
CLM118677,standard,mechanical,40600.0,True,0,4.7,23,east,agent,0.074,AUTO_PROCESS,N/A,41.48,0.2,SUCCESSFUL,1
CLM118678,silver,airline_fault,10500.0,True,0,3.3,8,south,app,0.044,AUTO_PROCESS,N/A,40.88,0.17,SUCCESSFUL,1
CLM118679,silver,theft,12100.0,True,2,0.6,18,south,app,0.258,AUTO_PROCESS,N/A,45.16,0.23,SUCCESSFUL,1
CLM118680,premium,mechanical,18500.0,True,0,3.7,1,east,agent,0.008,AUTO_PROCESS,N/A,40.16,0.22,SUCCESSFUL,1
CLM118681,silver,medical,86100.0,True,1,5.0,9,north,call_center,0.354,HUMAN_REVIEW,APPROVE,263.28,31.64,DISPUTED,0
CLM118682,standard,theft,121800.0,True,1,2.9,40,south,app,0.647,HUMAN_REVIEW,REJECT,247.23,10.21,FRAUD_CONFIRMED,0
CLM118683,standard,weather,34300.0,False,0,8.8,30,south,app,0.342,AUTO_PROCESS,N/A,46.84,0.28,DISPUTED,0
CLM118684,premium,medical,126100.0,True,0,2.8,14,west,agent,0.293,HUMAN_REVIEW,REJECT,271.75,12.53,CUSTOMER_COMPLAINT,0
CLM118685,standard,weather,63800.0,True,0,13.1,19,south,call_center,0.405,HUMAN_REVIEW,REJECT,264.92,12.26,CUSTOMER_COMPLAINT,0
CLM118686,standard,weather,56300.0,True,0,5.0,21,east,app,0.358,HUMAN_REVIEW,APPROVE,229.96,23.89,DISPUTED,0
CLM118687,silver,mechanical,31400.0,False,0,1.9,44,north,app,0.145,AUTO_PROCESS,N/A,42.9,0.2,SUCCESSFUL,1
CLM118688,standard,airline_fault,34600.0,True,0,3.0,5,east,agent,0.067,AUTO_PROCESS,N/A,41.34,0.1,SUCCESSFUL,1
CLM118689,standard,weather,15000.0,True,0,4.1,18,east,call_center,0.066,AUTO_PROCESS,N/A,41.32,0.15,SUCCESSFUL,1
CLM118690,standard,weather,9300.0,True,0,7.2,18,west,app,0.299,AUTO_PROCESS,N/A,45.98,0.24,FRAUD_CONFIRMED,0
CLM118691,standard,airline_fault,56600.0,True,0,5.7,41,south,app,0.185,HUMAN_REVIEW,APPROVE,235.24,16.96,SUCCESSFUL,1
CLM118692,silver,weather,61500.0,True,0,2.1,13,east,agent,0.21,HUMAN_REVIEW,APPROVE,270.05,33.0,SUCCESSFUL,1
CLM118693,standard,mechanical,25300.0,False,1,2.4,6,south,call_center,0.452,AUTO_PROCESS,N/A,49.04,0.21,SUCCESSFUL,1
CLM118694,standard,other,6700.0,True,0,2.8,24,south,call_center,0.261,AUTO_PROCESS,N/A,45.22,0.29,DISPUTED,0
CLM118695,silver,weather,26900.0,False,2,6.1,21,west,app,0.553,AUTO_PROCESS,N/A,51.06,0.21,SUCCESSFUL,1
CLM118696,standard,weather,25500.0,False,0,1.9,2,north,call_center,0.304,AUTO_PROCESS,N/A,46.08,0.05,SUCCESSFUL,1
CLM118697,silver,airline_fault,7400.0,True,1,0.5,1,west,call_center,0.054,AUTO_PROCESS,N/A,41.08,0.11,SUCCESSFUL,1
CLM118698,standard,airline_fault,50400.0,True,1,5.9,5,west,call_center,0.158,HUMAN_REVIEW,REJECT,243.61,15.62,CUSTOMER_COMPLAINT,0
CLM118699,standard,mechanical,28800.0,True,0,11.2,41,north,app,0.283,AUTO_PROCESS,N/A,45.66,0.05,REOPENED,0
CLM118700,silver,mechanical,55300.0,False,1,4.2,12,north,call_center,0.344,HUMAN_REVIEW,REJECT,224.28,67.82,FRAUD_CONFIRMED,0
CLM118701,silver,medical,281300.0,False,1,2.7,11,east,agent,0.575,HUMAN_REVIEW,REJECT,296.46,38.63,FRAUD_CONFIRMED,0
CLM118702,premium,medical,15400.0,False,3,10.2,17,north,app,0.553,AUTO_PROCESS,N/A,51.06,0.28,CUSTOMER_COMPLAINT,0
CLM118703,standard,other,30700.0,True,0,1.8,5,north,agent,0.514,AUTO_PROCESS,N/A,50.28,0.21,CUSTOMER_COMPLAINT,0
CLM118704,standard,other,7300.0,False,1,3.9,44,east,app,0.559,AUTO_PROCESS,N/A,51.18,0.21,SUCCESSFUL,1
CLM118705,standard,airline_fault,55200.0,True,0,4.5,41,west,app,0.039,HUMAN_REVIEW,APPROVE,253.97,30.36,SUCCESSFUL,1
CLM118706,standard,airline_fault,20300.0,True,1,3.5,25,south,call_center,0.133,AUTO_PROCESS,N/A,42.66,0.14,SUCCESSFUL,1
CLM118707,standard,mechanical,15500.0,False,2,2.0,37,east,app,0.431,AUTO_PROCESS,N/A,48.62,0.15,SUCCESSFUL,1
CLM118708,premium,theft,12000.0,False,0,2.7,4,east,call_center,0.554,AUTO_PROCESS,N/A,51.08,0.18,DISPUTED,0
CLM118709,silver,theft,32300.0,True,1,9.9,33,east,call_center,0.269,AUTO_PROCESS,N/A,45.38,0.11,FRAUD_CONFIRMED,0
CLM118710,standard,mechanical,34100.0,True,1,3.8,33,south,app,0.135,AUTO_PROCESS,N/A,42.7,0.14,DISPUTED,0
CLM118711,standard,other,30200.0,True,1,5.0,8,east,call_center,0.215,AUTO_PROCESS,N/A,44.3,0.16,FRAUD_CONFIRMED,0
CLM118712,standard,mechanical,45000.0,True,1,4.1,40,west,app,0.228,AUTO_PROCESS,N/A,44.56,0.06,SUCCESSFUL,1
CLM118713,standard,other,3600.0,True,1,2.1,19,east,agent,0.192,AUTO_PROCESS,N/A,43.84,0.08,SUCCESSFUL,1
CLM118714,silver,other,14600.0,False,2,2.0,33,south,agent,0.446,AUTO_PROCESS,N/A,48.92,0.27,SUCCESSFUL,1
CLM118715,premium,mechanical,143300.0,True,1,2.8,38,south,app,0.264,HUMAN_REVIEW,REJECT,256.82,70.02,FRAUD_CONFIRMED,0
CLM118716,standard,airline_fault,34600.0,True,2,2.8,39,south,call_center,0.243,AUTO_PROCESS,N/A,44.86,0.09,SUCCESSFUL,1
CLM118717,standard,weather,11100.0,True,1,6.9,33,north,app,0.069,AUTO_PROCESS,N/A,41.38,0.17,SUCCESSFUL,1
CLM118718,standard,mechanical,13500.0,True,0,5.3,39,west,app,0.301,AUTO_PROCESS,N/A,46.02,0.14,SUCCESSFUL,1
CLM118719,standard,other,59300.0,True,1,4.0,4,south,app,0.354,HUMAN_REVIEW,REJECT,268.93,22.12,FRAUD_CONFIRMED,0
CLM118720,premium,other,22700.0,True,2,5.8,2,north,app,0.139,AUTO_PROCESS,N/A,42.78,0.18,SUCCESSFUL,1
CLM118721,silver,airline_fault,34900.0,True,1,1.2,29,east,agent,0.087,AUTO_PROCESS,N/A,41.74,0.27,SUCCESSFUL,1
CLM118722,silver,airline_fault,9300.0,True,1,7.7,12,south,app,0.049,AUTO_PROCESS,N/A,40.98,0.24,SUCCESSFUL,1
CLM118723,silver,other,84400.0,True,1,1.1,36,east,call_center,0.443,HUMAN_REVIEW,APPROVE,220.69,9.05,CUSTOMER_COMPLAINT,0
CLM118724,standard,theft,8500.0,True,1,3.0,40,north,app,0.294,AUTO_PROCESS,N/A,45.88,0.07,SUCCESSFUL,1
CLM118725,silver,medical,28400.0,True,1,1.5,1,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.27,SUCCESSFUL,1
CLM118726,silver,mechanical,28700.0,True,2,3.7,9,south,app,0.038,AUTO_PROCESS,N/A,40.76,0.07,SUCCESSFUL,1
CLM118727,standard,airline_fault,38600.0,False,0,0.6,32,south,agent,0.464,AUTO_PROCESS,N/A,49.28,0.08,CUSTOMER_COMPLAINT,0
CLM118728,standard,weather,25500.0,True,0,1.9,31,east,agent,0.078,AUTO_PROCESS,N/A,41.56,0.12,SUCCESSFUL,1
CLM118729,silver,airline_fault,163900.0,False,2,5.3,40,east,app,0.433,HUMAN_REVIEW,APPROVE,250.12,55.08,REOPENED,0
CLM118730,premium,mechanical,31900.0,False,0,3.4,4,south,call_center,0.355,AUTO_PROCESS,N/A,47.1,0.3,SUCCESSFUL,1
CLM118731,standard,airline_fault,35500.0,False,0,1.8,20,south,agent,0.37,AUTO_PROCESS,N/A,47.4,0.27,SUCCESSFUL,1
CLM118732,premium,mechanical,20800.0,False,1,0.4,22,south,call_center,0.248,AUTO_PROCESS,N/A,44.96,0.09,SUCCESSFUL,1
CLM118733,premium,medical,22600.0,False,1,5.5,33,south,agent,0.424,AUTO_PROCESS,N/A,48.48,0.27,DISPUTED,0
CLM118734,premium,airline_fault,20600.0,True,1,6.3,0,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.14,SUCCESSFUL,1
CLM118735,standard,other,18700.0,True,0,4.2,12,east,app,0.414,AUTO_PROCESS,N/A,48.28,0.22,DISPUTED,0
CLM118736,standard,airline_fault,38700.0,True,0,1.6,23,east,app,0.155,AUTO_PROCESS,N/A,43.1,0.07,SUCCESSFUL,1
CLM118737,silver,medical,20400.0,True,3,2.8,27,north,app,0.234,AUTO_PROCESS,N/A,44.68,0.23,SUCCESSFUL,1
CLM118738,standard,weather,14500.0,False,0,2.2,37,south,call_center,0.354,AUTO_PROCESS,N/A,47.08,0.18,CUSTOMER_COMPLAINT,0
CLM118739,standard,other,35500.0,True,0,11.1,33,north,app,0.243,AUTO_PROCESS,N/A,44.86,0.2,FRAUD_CONFIRMED,0
CLM118740,silver,airline_fault,32300.0,True,1,2.0,37,north,agent,0.06,AUTO_PROCESS,N/A,41.2,0.25,SUCCESSFUL,1
CLM118741,standard,mechanical,17300.0,True,1,2.8,28,north,agent,0.094,AUTO_PROCESS,N/A,41.88,0.15,SUCCESSFUL,1
CLM118742,standard,other,6400.0,True,0,3.4,40,north,app,0.223,AUTO_PROCESS,N/A,44.46,0.08,CUSTOMER_COMPLAINT,0
CLM118743,premium,airline_fault,13700.0,True,2,11.6,6,west,app,0.0,AUTO_PROCESS,N/A,40.0,0.23,SUCCESSFUL,1
CLM118744,standard,medical,26600.0,True,0,4.8,42,east,call_center,0.175,AUTO_PROCESS,N/A,43.5,0.09,SUCCESSFUL,1
CLM118745,premium,medical,8200.0,False,1,2.0,31,west,app,0.082,AUTO_PROCESS,N/A,41.64,0.22,SUCCESSFUL,1
CLM118746,standard,weather,209700.0,False,2,4.2,8,south,app,0.789,HUMAN_REVIEW,REJECT,244.61,18.87,CUSTOMER_COMPLAINT,0
CLM118747,standard,airline_fault,12200.0,True,0,2.5,32,south,app,0.123,AUTO_PROCESS,N/A,42.46,0.26,SUCCESSFUL,1
CLM118748,standard,other,29400.0,False,1,1.4,3,north,agent,0.557,AUTO_PROCESS,N/A,51.14,0.06,SUCCESSFUL,1
CLM118749,standard,other,52100.0,True,0,4.8,38,south,call_center,0.475,HUMAN_REVIEW,APPROVE,254.21,50.91,FRAUD_CONFIRMED,0
CLM118750,standard,airline_fault,126600.0,True,1,4.2,42,south,app,0.38,HUMAN_REVIEW,REJECT,254.2,51.12,FRAUD_CONFIRMED,0
CLM118751,silver,other,21300.0,True,0,1.0,41,north,agent,0.007,AUTO_PROCESS,N/A,40.14,0.29,SUCCESSFUL,1
CLM118752,premium,other,7500.0,True,3,3.7,29,west,app,0.343,AUTO_PROCESS,N/A,46.86,0.13,CUSTOMER_COMPLAINT,0
CLM118753,standard,theft,59500.0,True,1,3.4,4,north,call_center,0.468,HUMAN_REVIEW,REJECT,252.78,60.66,CUSTOMER_COMPLAINT,0
CLM118754,standard,medical,44400.0,True,1,5.1,32,south,agent,0.289,AUTO_PROCESS,N/A,45.78,0.3,SUCCESSFUL,1
CLM118755,silver,airline_fault,30800.0,True,0,5.8,27,south,app,0.052,AUTO_PROCESS,N/A,41.04,0.05,DISPUTED,0
CLM118756,standard,mechanical,13000.0,True,2,2.6,15,south,app,0.123,AUTO_PROCESS,N/A,42.46,0.15,SUCCESSFUL,1
CLM118757,standard,other,14600.0,True,1,3.2,16,south,app,0.416,AUTO_PROCESS,N/A,48.32,0.07,DISPUTED,0
CLM118758,standard,medical,21000.0,True,1,1.5,38,south,app,0.112,AUTO_PROCESS,N/A,42.24,0.29,DISPUTED,0
CLM118759,standard,weather,43400.0,False,2,2.2,20,north,app,0.543,AUTO_PROCESS,N/A,50.86,0.19,SUCCESSFUL,1
CLM118760,standard,theft,12900.0,True,1,6.3,38,west,call_center,0.358,AUTO_PROCESS,N/A,47.16,0.18,SUCCESSFUL,1
CLM118761,standard,weather,51400.0,False,2,1.9,19,south,agent,0.452,HUMAN_REVIEW,REJECT,235.97,9.92,CUSTOMER_COMPLAINT,0
CLM118762,silver,weather,26700.0,True,2,2.7,6,west,agent,0.013,AUTO_PROCESS,N/A,40.26,0.17,SUCCESSFUL,1
CLM118763,standard,weather,9200.0,True,2,1.1,15,south,app,0.054,AUTO_PROCESS,N/A,41.08,0.25,SUCCESSFUL,1
CLM118764,standard,weather,36800.0,True,1,4.4,35,east,call_center,0.22,AUTO_PROCESS,N/A,44.4,0.23,SUCCESSFUL,1
CLM118765,standard,mechanical,38600.0,False,0,3.6,33,west,app,0.544,AUTO_PROCESS,N/A,50.88,0.26,FRAUD_CONFIRMED,0
CLM118766,standard,weather,7300.0,True,1,6.8,21,east,call_center,0.344,AUTO_PROCESS,N/A,46.88,0.09,SUCCESSFUL,1
CLM118767,premium,medical,21200.0,False,0,2.3,38,south,agent,0.553,AUTO_PROCESS,N/A,51.06,0.11,SUCCESSFUL,1
CLM118768,silver,other,6000.0,True,1,2.4,39,north,app,0.272,AUTO_PROCESS,N/A,45.44,0.09,SUCCESSFUL,1
CLM118769,premium,mechanical,32400.0,True,2,4.3,29,west,app,0.114,AUTO_PROCESS,N/A,42.28,0.12,SUCCESSFUL,1
CLM118770,standard,weather,29400.0,True,2,2.6,38,north,app,0.247,AUTO_PROCESS,N/A,44.94,0.27,SUCCESSFUL,1
CLM118771,standard,other,46700.0,True,2,5.1,4,west,app,0.5,AUTO_PROCESS,N/A,50.0,0.17,SUCCESSFUL,1
CLM118772,standard,airline_fault,8700.0,True,0,4.2,42,west,app,0.236,AUTO_PROCESS,N/A,44.72,0.15,SUCCESSFUL,1
CLM118773,standard,theft,50300.0,True,0,3.9,5,west,app,0.53,HUMAN_REVIEW,APPROVE,251.95,7.61,FRAUD_CONFIRMED,0
CLM118774,silver,weather,41700.0,True,0,4.0,18,west,app,0.069,AUTO_PROCESS,N/A,41.38,0.28,SUCCESSFUL,1
CLM118775,standard,other,31800.0,True,1,1.5,19,west,app,0.361,AUTO_PROCESS,N/A,47.22,0.29,SUCCESSFUL,1
CLM118776,standard,weather,51600.0,True,2,0.6,43,north,app,0.104,HUMAN_REVIEW,APPROVE,273.73,15.98,SUCCESSFUL,1
CLM118777,standard,other,49400.0,True,0,2.5,1,north,app,0.361,AUTO_PROCESS,N/A,47.22,0.24,SUCCESSFUL,1
CLM118778,standard,other,16100.0,True,0,3.6,4,south,app,0.209,AUTO_PROCESS,N/A,44.18,0.22,SUCCESSFUL,1
CLM118779,standard,other,10500.0,True,2,6.3,37,west,app,0.132,AUTO_PROCESS,N/A,42.64,0.07,SUCCESSFUL,1
CLM118780,silver,medical,33700.0,True,1,4.3,18,west,app,0.179,AUTO_PROCESS,N/A,43.58,0.3,SUCCESSFUL,1
CLM118781,premium,medical,33100.0,True,2,2.1,12,south,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.11,SUCCESSFUL,1
CLM118782,standard,other,4000.0,False,1,5.4,7,west,agent,0.559,AUTO_PROCESS,N/A,51.18,0.17,SUCCESSFUL,1
CLM118783,standard,weather,5900.0,True,0,2.5,24,north,agent,0.137,AUTO_PROCESS,N/A,42.74,0.06,SUCCESSFUL,1
CLM118784,standard,other,24800.0,True,0,3.8,26,east,agent,0.283,AUTO_PROCESS,N/A,45.66,0.23,SUCCESSFUL,1
CLM118785,standard,airline_fault,26900.0,True,0,8.2,44,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.06,SUCCESSFUL,1
CLM118786,silver,mechanical,34200.0,True,1,9.4,13,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.14,SUCCESSFUL,1
CLM118787,standard,mechanical,7900.0,True,1,10.3,14,north,app,0.197,AUTO_PROCESS,N/A,43.94,0.29,SUCCESSFUL,1
CLM118788,premium,other,88900.0,True,1,2.5,40,east,app,0.391,HUMAN_REVIEW,REJECT,262.24,6.33,FRAUD_CONFIRMED,0
CLM118789,premium,weather,28100.0,False,0,3.3,33,east,call_center,0.334,AUTO_PROCESS,N/A,46.68,0.16,REOPENED,0
